Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff [K],power,wear_rate
1,299.7,309.6,1321,53.4,166,0,9.9,70541.4,0.125662377
1,299.6,309.5,1453,41.4,168,0,9.9,60154.2,0.115622849
1,299.7,309.6,1419,45.1,170,0,9.9,63996.9,0.119802678
1,299.7,309.6,1512,36.2,172,0,9.9,54734.4,0.113756614
1,299.7,309.6,1553,36.8,174,0,9.9,57150.4,0.112041211
2,299.7,309.6,1534,39.1,176,0,9.9,59979.4,0.114732725
0,299.7,309.6,1553,41,179,0,9.9,63673,0.115260786
1,299.7,309.5,1352,49.7,184,0,9.8,67194.4,0.136094675
2,299.7,309.6,1313,60,186,0,9.9,78780,0.14166032
1,299.6,309.5,1570,35.5,189,0,9.9,55735,0.120382166
1,299.6,309.4,1677,31.1,191,0,9.8,52154.7,0.113893858
1,299.5,309.4,1602,31.5,193,0,9.9,50463,0.120474407
1,299.5,309.4,1390,58.8,195,1,9.9,81732,0.14028777
1,299.4,309.3,1544,36,197,0,9.9,55584,0.127590674
1,299.4,309.4,1701,31.2,199,0,10,53071.2,0.116990006
2,299.4,309.3,1692,28.4,201,0,9.9,48052.8,0.118794326
2,299.3,309.3,1523,37.9,204,0,10,57721.7,0.133946159
1,299.3,309.2,2280,15.4,207,0,9.9,35112,0.090789474
2,299.4,309.3,1485,47.1,209,0,9.9,69943.5,0.140740741
0,299.4,309.2,1513,36.1,212,0,9.8,54619.3,0.140118969
0,299.4,309.3,1743,28.2,0,0,9.9,49152.6,0
1,299.5,309.3,1442,46.2,5,0,9.8,66620.4,0.003467406
1,299.5,309.3,1462,46.7,7,0,9.8,68275.4,0.004787962
0,299.4,309.3,1439,49.7,9,0,9.9,71518.3,0.006254343
1,299.5,309.3,1577,36.6,14,0,9.8,57718.2,0.008877616
1,299.6,309.4,1331,46.4,16,0,9.8,61758.4,0.012021037
1,299.5,309.3,1941,22.5,18,0,9.8,43672.5,0.00927357
1,299.5,309.2,1393,47.3,20,0,9.7,65888.9,0.014357502
1,299.4,309.2,1433,42.1,22,0,9.8,60329.3,0.015352408
1,299.4,309.2,1444,48.2,24,0,9.8,69600.8,0.016620499
1,299.4,309.2,1564,39,26,0,9.8,60996,0.016624041
1,299.4,309.3,1377,43.6,28,0,9.9,60037.2,0.02033406
1,299.4,309.3,1525,41.5,30,0,9.9,63287.5,0.019672131
2,299.5,309.4,1387,56.2,32,0,9.9,77949.4,0.023071377
2,299.4,309.4,1326,47.5,35,0,10,62985,0.026395173
1,299.4,309.3,1401,59,38,0,9.9,82659,0.027123483
1,299.4,309.3,1596,31.8,40,0,9.9,50752.8,0.025062657
2,299.3,309.3,1471,46,42,0,10,67666,0.028552005
1,299.3,309.3,1528,37.8,45,0,10,57758.4,0.029450262
1,299.3,309.3,1325,62,47,0,10,82150,0.035471698
2,299.3,309.1,1376,46.7,49,0,9.8,64259.2,0.035610465
2,299.3,309.1,1600,35.3,52,0,9.8,56480,0.0325
1,299.3,309.1,1495,44,55,0,9.8,65780,0.036789298
1,299.4,309.1,1645,28.6,57,0,9.7,47047,0.034650456
2,299.4,309.1,1417,47.3,59,0,9.7,67024.1,0.041637262
0,299.4,309,1415,51.7,62,0,9.6,73155.5,0.043816254
2,299.3,309,1496,43.4,67,0,9.7,64926.4,0.044786096
0,299.3,309,1508,35,70,0,9.7,52780,0.046419098
1,299.4,309,1436,47.9,75,0,9.6,68784.4,0.052228412
1,299.5,309.1,1852,22.6,77,0,9.6,41855.2,0.041576674
1,299.5,309.1,1863,22.5,79,0,9.6,41917.5,0.042404724
0,299.4,309.1,1373,44.1,81,0,9.7,60549.3,0.058994902
1,299.4,309,1404,47.3,86,0,9.6,66409.2,0.061253561
2,299.4,309,1381,44.9,88,0,9.6,62006.9,0.063721941
0,299.4,308.9,1762,29.3,91,0,9.5,51626.6,0.051645857
0,299.3,308.9,1429,43,96,0,9.6,61447,0.067179846
2,299.3,308.9,1858,24.7,101,0,9.6,45892.6,0.054359526
0,299.2,308.8,1908,21.3,104,0,9.6,40640.4,0.054507338
2,299.2,308.8,1503,37.4,109,0,9.6,56212.2,0.072521623
2,299.2,308.8,1523,38.9,112,0,9.6,59244.7,0.073539068
1,299.3,309,1491,38.4,115,0,9.7,57254.4,0.077129443
1,299.2,308.9,1430,39.1,117,0,9.7,55913,0.081818182
1,299.3,308.9,1258,69.4,119,1,9.6,87305.2,0.094594595
1,299.3,309,1449,46.5,121,0,9.7,67378.5,0.083505866
0,299.3,309,1425,40.6,123,0,9.7,57855,0.086315789
1,299.4,309,1800,24.3,128,0,9.6,43740,0.071111111
0,299.4,309,1607,33.7,130,0,9.6,54155.9,0.08089608
1,299.4,309,1391,58.2,135,0,9.6,80956.2,0.09705248
1,299.4,309.1,1432,45.4,137,0,9.7,65012.8,0.095670391
1,299.4,309,1660,28.4,139,0,9.6,47144,0.08373494
0,299.3,309,1732,29.7,141,0,9.7,51440.4,0.081408776
1,299.3,309,1473,46.3,146,0,9.7,68199.9,0.099117447
1,299.3,309,1511,47.8,148,0,9.7,72225.8,0.097948379
1,299.2,308.9,1588,41.5,150,0,9.7,65902,0.094458438
1,299.3,308.9,1623,31.1,152,0,9.6,50475.3,0.093653728
1,299.3,309,1734,30.6,154,0,9.7,53060.4,0.088811995
1,299.3,309,1415,47.6,156,0,9.7,67354,0.11024735
1,299.3,309,1419,46.6,158,0,9.7,66125.4,0.111346018
2,299.3,308.9,1577,34.9,160,0,9.6,55037.3,0.101458465
1,299.3,308.9,1376,60.3,163,0,9.6,82972.8,0.118459302
2,299.3,308.8,1442,49,165,0,9.5,70658,0.114424411
1,299.4,308.9,1451,40.5,168,0,9.5,58765.5,0.115782219
1,299.3,308.8,1550,45.8,170,0,9.5,70990,0.109677419
1,299.3,308.8,1647,32.9,172,0,9.5,54186.3,0.104432301
1,299.4,308.9,1550,33.7,174,0,9.5,52235,0.112258065
1,299.4,308.9,1583,34.1,176,0,9.5,53980.3,0.111181301
1,299.4,309,1613,32.2,178,0,9.6,51938.6,0.110353379
0,299.3,308.8,1636,35.5,180,0,9.5,58078,0.11002445
2,299.3,308.7,1289,51.5,185,0,9.4,66383.5,0.14352211
2,299.3,308.8,1648,28.4,188,0,9.5,46803.2,0.11407767
0,299.3,308.8,1397,45.4,191,0,9.5,63423.8,0.136721546
2,299.3,308.9,1767,24.8,196,0,9.6,43821.6,0.110922467
1,299.3,308.8,1341,47.7,199,0,9.5,63965.7,0.148396719
2,299.4,308.9,1457,41.5,201,0,9.5,60465.5,0.137954701
2,299.4,309,1939,19.8,204,0,9.6,38392.2,0.105208871
2,299.5,309,1399,49.7,207,0,9.5,69530.3,0.147962831
2,299.5,309,1602,31.3,210,0,9.5,50142.6,0.131086142
1,299.4,309,1507,41,213,0,9.6,61787,0.141340411
1,299.4,309.1,1464,40.5,215,0,9.7,59292,0.146857923
1,299.5,309.1,1336,42.1,217,0,9.6,56245.6,0.16242515
1,299.6,309.2,1422,39.8,219,0,9.6,56595.6,0.154008439
1,299.6,309.2,1540,36.7,221,0,9.6,56518,0.143506494
1,299.5,309.1,1476,47.8,223,0,9.6,70552.8,0.151084011
2,299.6,309.2,1867,23.4,225,1,9.6,43687.8,0.120514194
0,299.6,309.1,1588,41.3,0,0,9.5,65584.4,0
2,299.5,309.1,1420,49.5,5,0,9.6,70290,0.003521127
1,299.5,309.1,1415,49.2,8,0,9.6,69618,0.00565371
2,299.4,309.1,1500,43.3,10,0,9.7,64950,0.006666667
1,299.5,309.1,1502,44.6,13,0,9.6,66989.2,0.008655126
1,299.5,309.2,1816,23,15,0,9.7,41768,0.008259912
2,299.5,309.2,1495,41.6,17,0,9.7,62192,0.011371237
1,299.6,309.2,1572,33.4,20,0,9.6,52504.8,0.012722646
2,299.5,309.2,1590,35.9,22,0,9.7,57081,0.013836478
2,299.6,309.3,1387,48.3,25,0,9.7,66992.1,0.018024513
2,299.6,309.2,1393,47.7,28,0,9.6,66446.1,0.020100503
1,299.6,309.2,1602,37.3,31,0,9.6,59754.6,0.019350811
1,299.6,309.2,1601,33.3,33,0,9.6,53313.3,0.020612117
0,299.6,309.2,1597,36.3,35,0,9.6,57971.1,0.021916093
0,299.5,309.1,1548,44.3,40,0,9.6,68576.4,0.025839793
2,299.5,309.2,1314,61.8,45,0,9.7,81205.2,0.034246575
2,299.6,309.3,1577,39.8,48,0,9.7,62764.6,0.03043754
1,299.8,309.4,1475,43.4,51,0,9.6,64015,0.034576271
1,299.8,309.4,1630,32.4,53,0,9.6,52812,0.032515337
1,299.7,309.4,1445,42.9,55,0,9.7,61990.5,0.038062284
2,299.8,309.4,1439,47.4,57,0,9.6,68208.6,0.039610841
1,299.7,309.3,1420,44.1,60,0,9.6,62622,0.042253521
0,299.7,309.2,1554,41.6,62,0,9.5,64646.4,0.03989704
2,299.6,309.1,1471,44.3,67,0,9.5,65165.3,0.045547247
1,299.6,309,1648,33.6,70,0,9.4,55372.8,0.042475728
1,299.6,309,1472,48.8,72,0,9.4,71833.6,0.048913043
2,299.5,308.9,1448,42.9,74,0,9.4,62119.2,0.051104972
2,299.6,308.9,1568,35.3,77,0,9.3,55350.4,0.049107143
1,299.6,308.9,1613,30.8,80,0,9.3,49680.4,0.049597024
2,299.7,308.9,1551,35.4,82,0,9.2,54905.4,0.052869117
1,299.7,309,1412,49.2,85,0,9.3,69470.4,0.0601983
2,299.7,308.9,1478,41,87,0,9.2,60598,0.058863329
2,299.8,309.1,1268,58,90,0,9.3,73544,0.070977918
1,299.8,309.1,1546,35.6,93,0,9.3,55037.6,0.060155239
1,299.8,309,1567,36.1,95,0,9.2,56568.7,0.060625399
2,299.9,309.2,1548,35.7,97,0,9.3,55263.6,0.062661499
1,299.8,309,1614,30.8,100,0,9.2,49711.2,0.061957869
2,299.7,309.1,1352,46.1,102,0,9.4,62327.2,0.075443787
1,299.9,309.2,1624,34.6,105,0,9.3,56190.4,0.064655172
1,299.9,309.2,1436,52,107,0,9.3,74672,0.074512535
1,299.8,309.2,1591,37.5,109,0,9.4,59662.5,0.068510371
0,299.8,309.2,1435,42.6,111,0,9.4,61131,0.077351916
1,299.8,309.3,1386,49.4,116,0,9.5,68468.4,0.083694084
1,299.7,309.2,1401,54.1,118,0,9.5,75794.1,0.084225553
2,299.6,309,1245,64,120,0,9.4,79680,0.096385542
1,299.7,309.1,1475,40,123,0,9.4,59000,0.083389831
1,299.7,309.1,1473,39.4,125,0,9.4,58036.2,0.084860828
0,299.7,309.2,1355,44.8,127,0,9.5,60704,0.093726937
0,299.7,309.2,1468,49.6,132,0,9.5,72812.8,0.089918256
1,299.7,309.2,1645,30.8,137,0,9.5,50666,0.083282675
1,299.7,309.1,1347,55.3,139,0,9.4,74489.1,0.103192279
1,299.7,309.1,1713,33.5,141,0,9.4,57385.5,0.082311734
2,299.6,309.1,1435,48.4,143,0,9.5,69454,0.099651568
2,299.6,309,1736,26.1,146,0,9.4,45309.6,0.084101382
1,299.6,309,1372,60.4,149,0,9.4,82868.8,0.108600583
1,299.7,309,1605,33,151,0,9.3,52965,0.094080997
1,299.6,309,1413,48.5,153,0,9.4,68530.5,0.108280255
2,299.7,309,1645,31.9,155,0,9.3,52475.5,0.094224924
2,299.7,309,1465,49,158,0,9.3,71785,0.107849829
2,299.6,308.9,1685,27.8,161,0,9.3,46843,0.095548961
1,299.5,308.8,1965,20.4,164,0,9.3,40086,0.08346056
0,299.4,308.6,1542,41.8,166,0,9.2,64455.6,0.107652399
1,299.4,308.7,1681,30.8,171,0,9.3,51774.8,0.101725164
1,299.5,308.7,1446,45.7,173,0,9.2,66082.2,0.119640387
1,299.4,308.6,1415,56.4,175,0,9.2,79806,0.123674912
1,299.5,308.6,1672,30.5,177,0,9.1,50996,0.105861244
1,299.5,308.7,2549,13,179,1,9.2,33137,0.070223617
1,299.4,308.6,1492,40.5,181,0,9.2,60426,0.121313673
2,299.4,308.6,1455,42.7,183,0,9.2,62128.5,0.125773196
2,299.3,308.5,1422,43.1,186,0,9.2,61288.2,0.130801688
1,299.3,308.6,1403,50.6,189,0,9.3,70991.8,0.134711333
1,299.3,308.6,1474,49.6,191,0,9.3,73110.4,0.129579376
1,299.2,308.6,1381,50,193,0,9.4,69050,0.139753802
1,299.2,308.5,1457,44.7,195,0,9.3,65127.9,0.133836651
1,299.2,308.4,1711,28.9,197,0,9.2,49447.9,0.115137347
1,299.2,308.4,1667,29,199,0,9.2,48343,0.119376125
1,299.2,308.4,1465,35,201,0,9.2,51275,0.137201365
2,299.3,308.4,1542,37.5,203,1,9.1,57825,0.131647211
2,299.3,308.4,1438,42.3,0,0,9.1,60827.4,0
1,299.3,308.4,1406,47.4,3,0,9.1,66644.4,0.002133713
2,299.2,308.4,1396,48.5,5,0,9.2,67706,0.003581662
2,299.3,308.5,1304,60.6,8,0,9.2,79022.4,0.006134969
1,299.2,308.5,1442,46.5,11,0,9.3,67053,0.007628294
2,299.2,308.4,1396,48.7,13,0,9.2,67985.2,0.009312321
0,299.1,308.3,1424,43.4,16,0,9.2,61801.6,0.011235955
0,299.1,308.3,1451,42.8,21,0,9.2,62102.8,0.014472777
1,299.2,308.4,1386,54.1,26,0,9.2,74982.6,0.018759019
1,299.1,308.3,1325,46.9,28,0,9.2,62142.5,0.021132075
1,299.1,308.3,1559,33.7,30,0,9.2,52538.3,0.019243105
1,299.1,308.3,1489,38.1,32,0,9.2,56730.9,0.021490934
1,299.1,308.3,1892,25.2,34,0,9.2,47678.4,0.017970402
1,299.1,308.2,1319,60.3,36,0,9.1,79535.7,0.027293404
1,299.1,308.3,1431,52.3,38,0,9.2,74841.3,0.026554857
0,299.1,308.3,1521,36.5,40,0,9.2,55516.5,0.026298488
2,299.1,308.2,1435,45.2,45,0,9.1,64862,0.031358885
1,299.1,308.3,1533,42.4,48,0,9.2,64999.2,0.031311155
2,299.2,308.4,1529,43,50,0,9.2,65747,0.032701112
2,299.2,308.4,1415,43.5,53,0,9.2,61552.5,0.03745583
2,299.2,308.4,1330,51.2,56,0,9.2,68096,0.042105263
1,299.2,308.5,1381,60.6,59,0,9.3,83688.6,0.042722665
1,299.2,308.5,1370,52.4,61,0,9.3,71788,0.044525547
1,299.2,308.5,1438,46.6,63,0,9.3,67010.8,0.043810848
1,299.3,308.6,1314,48.2,65,0,9.3,63334.8,0.049467275
1,299.3,308.6,1437,48.1,67,0,9.3,69119.7,0.046624913
1,299.2,308.5,1821,26.1,69,0,9.3,47528.1,0.037891269
2,299.3,308.6,1448,52.1,71,0,9.3,75440.8,0.049033149
1,299.3,308.5,1589,32.7,74,0,9.2,51960.3,0.04657017
1,299.3,308.6,1520,33.7,76,0,9.3,51224,0.05
1,299.3,308.6,1605,37,78,0,9.3,59385,0.048598131
1,299.3,308.7,1393,54.2,80,0,9.4,75500.6,0.057430007
0,299.3,308.7,1408,44.4,82,0,9.4,62515.2,0.058238636
2,299.3,308.7,1459,35.6,87,0,9.4,51940.4,0.059629883
1,299.4,308.7,1525,39,90,0,9.3,59475,0.059016393
1,299.4,308.8,1390,57,92,0,9.4,79230,0.06618705
1,299.3,308.7,1536,38.9,94,0,9.4,59750.4,0.061197917
1,299.4,308.7,1459,47.6,96,0,9.3,69448.4,0.065798492
1,299.2,308.5,1387,51.1,98,0,9.3,70875.7,0.070656092
1,299.2,308.5,1378,53.4,100,0,9.3,73585.2,0.07256894
1,299.4,308.7,1381,56.7,102,0,9.3,78302.7,0.073859522
2,299.4,308.7,1289,60.5,104,0,9.3,77984.5,0.0806827
1,299.4,308.6,1746,26.8,107,0,9.2,46792.8,0.061282932
2,299.4,308.6,1541,39.1,109,0,9.2,60253.1,0.07073329
1,299.4,308.7,1504,37.8,112,0,9.3,56851.2,0.074468085
2,299.5,308.7,1321,51.9,114,0,9.2,68559.9,0.086298259
2,299.5,308.8,1886,20.9,117,0,9.3,39417.4,0.062036055
1,299.6,308.9,1422,53.2,120,0,9.3,75650.4,0.084388186
1,299.5,308.9,1520,38.3,122,0,9.4,58216,0.080263158
1,299.4,308.8,1627,32.6,124,0,9.4,53040.2,0.076213891
1,299.4,308.7,1512,37.2,126,0,9.3,56246.4,0.083333333
1,299.4,308.7,1553,42.7,128,0,9.3,66313.1,0.08242112
1,299.3,308.7,1802,26,130,0,9.4,46852,0.072142064
1,299.3,308.6,1482,37.6,132,0,9.3,55723.2,0.089068826
1,299.4,308.7,1446,62.9,134,1,9.3,90953.4,0.092669433
1,299.3,308.6,1371,50.5,136,0,9.3,69235.5,0.099197666
2,299.2,308.6,1586,35.7,138,0,9.4,56620.2,0.087011349
1,299.2,308.5,1515,39.8,141,0,9.3,60297,0.093069307
1,299.2,308.5,1374,53.6,143,0,9.3,73646.4,0.104075691
1,299.1,308.5,1455,39.8,145,0,9.4,57909,0.099656357
0,299.2,308.5,1342,47.5,147,0,9.3,63745,0.109538003
1,299.1,308.6,1260,57.8,152,0,9.5,72828,0.120634921
0,299,308.5,1623,33.5,154,0,9.5,54370.5,0.094886014
1,299.1,308.5,1371,55.5,159,0,9.4,76090.5,0.115973742
1,299.1,308.6,1611,31.4,161,0,9.5,50585.4,0.099937927
2,299,308.4,1535,47.5,163,0,9.4,72912.5,0.106188925
2,299.1,308.6,1491,38.5,166,0,9.5,57403.5,0.111334675
2,299.1,308.6,1441,36.2,169,0,9.5,52164.2,0.117279667
2,299.1,308.8,1725,26.6,172,0,9.7,45885,0.099710145
1,299.2,308.9,1368,47.2,175,0,9.7,64569.6,0.127923977
1,299.2,308.9,1526,37.9,177,0,9.7,57835.4,0.115989515
1,299.2,308.8,1542,39.2,179,0,9.6,60446.4,0.116083009
1,299.2,308.8,1605,31.1,181,0,9.6,49915.5,0.112772586
1,299.2,308.8,1405,51.4,183,0,9.6,72217,0.13024911
2,299.2,308.8,1700,33.5,185,0,9.6,56950,0.108823529
0,299.2,308.8,1440,39.1,188,0,9.6,56304,0.130555556
2,299.2,308.8,1314,52.5,193,0,9.6,68985,0.146879756
1,299.2,308.7,1514,41.9,196,0,9.5,63436.6,0.129458388
2,299.2,308.7,1401,47,198,0,9.5,65847,0.141327623
1,299.3,308.8,1636,29.9,201,0,9.5,48916.4,0.122860636
1,299.3,308.8,1603,33.9,203,0,9.5,54341.7,0.126637555
2,299.4,308.7,1487,52.6,205,0,9.3,78216.2,0.137861466
2,299.3,308.7,1420,50.3,208,0,9.4,71426,0.146478873
1,299.3,308.7,1579,36.3,211,0,9.4,57317.7,0.133628879
1,299.3,308.7,1484,40.5,213,0,9.4,60102,0.143530997
2,299.3,308.7,1390,49.3,215,0,9.4,68527,0.154676259
1,299.3,308.6,1384,53.6,218,1,9.3,74182.4,0.157514451
1,299.2,308.5,1378,50.4,220,1,9.3,69451.2,0.159651669
1,299.2,308.5,1445,45.2,222,0,9.3,65314,0.153633218
1,299.2,308.4,1445,43.5,224,0,9.2,62857.5,0.155017301
1,299.2,308.4,1509,39.4,0,0,9.2,59454.6,0
1,299.2,308.4,1434,46.8,2,0,9.2,67111.2,0.0013947
1,299.2,308.4,1877,23.9,4,0,9.2,44860.3,0.00213106
1,299.3,308.3,1651,28,6,0,9,46228,0.003634161
1,299.2,308.2,1466,41.3,8,0,9,60545.8,0.005457026
1,299.1,308.1,1479,40.7,10,0,9,60195.3,0.006761325
1,299.1,308.2,1409,46.4,12,0,9.1,65377.6,0.008516678
2,299.2,308.2,1674,28.2,14,0,9,47206.8,0.008363202
1,299.1,308.3,1305,61.4,17,0,9.2,80127,0.01302682
2,299.2,308.3,1755,26.4,19,0,9.1,46332,0.010826211
1,299.2,308.4,1475,38.7,22,0,9.2,57082.5,0.014915254
1,299.2,308.4,1402,47.7,24,0,9.2,66875.4,0.017118402
1,299.2,308.3,1410,43,26,0,9.1,60630,0.018439716
1,299.2,308.4,1436,41.8,28,0,9.2,60024.8,0.019498607
2,299.3,308.5,1386,42.2,30,0,9.2,58489.2,0.021645022
1,299.3,308.6,1744,26.4,33,0,9.3,46041.6,0.018922018
1,299.2,308.4,1393,48.4,35,0,9.2,67421.2,0.025125628
2,299.3,308.5,1422,45.4,37,0,9.2,64558.8,0.026019691
1,299.2,308.4,1841,22.8,40,0,9.2,41974.8,0.021727322
1,299.3,308.6,1433,37.7,42,0,9.3,54024.1,0.029309142
2,299.3,308.5,1305,60.6,44,0,9.2,79083,0.033716475
0,299.3,308.6,1498,39.5,47,0,9.3,59171,0.031375167
1,299.3,308.5,1772,26.1,52,0,9.2,46249.2,0.029345372
2,299.2,308.4,1381,42.5,54,0,9.2,58692.5,0.0391021
1,299.3,308.5,1413,38.5,57,0,9.2,54400.5,0.040339703
0,299.2,308.4,1388,53.2,59,0,9.2,73841.6,0.042507205
2,299.2,308.6,1631,35.4,64,0,9.4,57737.4,0.03923973
0,299.3,308.6,1520,41.4,67,0,9.3,62928,0.044078947
1,299.3,308.5,1510,45.4,72,0,9.2,68554,0.047682119
1,299.2,308.5,1366,49.7,74,0,9.3,67890.2,0.054172767
1,299.4,308.5,1845,22.9,76,0,9.1,42250.5,0.041192412
1,299.3,308.5,1485,44.7,78,0,9.2,66379.5,0.052525253
2,299.3,308.5,1496,39.4,80,0,9.2,58942.4,0.053475936
2,299.3,308.4,1468,42.2,83,0,9.1,61949.6,0.05653951
2,299.2,308.4,1856,22.7,86,0,9.2,42131.2,0.046336207
1,299.2,308.4,1620,34.1,89,0,9.2,55242,0.054938272
1,299.3,308.5,1409,44.8,91,0,9.2,63123.2,0.064584812
2,299.3,308.5,1404,49.4,93,0,9.2,69357.6,0.066239316
1,299.2,308.4,1350,51.3,96,0,9.2,69255,0.071111111
2,299.2,308.4,1538,38,98,0,9.2,58444,0.063719116
2,299.2,308.4,1476,32.7,101,0,9.2,48265.2,0.068428184
2,299.2,308.3,1364,51.8,104,0,9.1,70655.2,0.076246334
2,299.2,308.3,1582,45.5,107,0,9.1,71981,0.067635904
1,299.1,308.2,1348,56.1,110,0,9.1,75622.8,0.081602374
0,299.1,308.2,1450,46.1,112,0,9.1,66845,0.077241379
1,299,308.1,1242,60.9,117,0,9.1,75637.8,0.094202899
1,299.1,308.2,1493,34.9,119,0,9.1,52105.7,0.079705291
1,299.1,308.3,1601,31.4,121,0,9.2,50271.4,0.075577764
1,299.1,308.2,1568,33.3,123,0,9.1,52214.4,0.078443878
2,299.1,308.3,1506,38,125,0,9.2,57228,0.083001328
1,299.1,308.3,1524,34.1,128,0,9.2,51968.4,0.083989501
1,299.1,308.4,1543,37.9,130,0,9.3,58479.7,0.084251458
2,299.2,308.5,1474,47.2,132,0,9.3,69572.8,0.089552239
2,299.2,308.5,1526,37.3,135,0,9.3,56919.8,0.088466579
1,299.2,308.5,1867,27,138,0,9.3,50409,0.073915372
1,299.2,308.5,1487,41.2,140,0,9.3,61264.4,0.094149294
1,299.2,308.4,1580,32.6,142,0,9.2,51508,0.089873418
1,299.2,308.5,1340,50,144,0,9.3,67000,0.107462687
1,299.2,308.5,1544,41.6,146,0,9.3,64230.4,0.094559585
1,299.2,308.5,1488,40.3,148,0,9.3,59966.4,0.099462366
2,299.2,308.5,1742,28.9,150,0,9.3,50343.8,0.086107922
2,299.1,308.5,1592,34.2,153,0,9.4,54446.4,0.096105528
1,299.2,308.6,1582,38.8,156,0,9.4,61381.6,0.098609355
1,299.2,308.5,1490,43.2,158,0,9.3,64368,0.106040268
2,299.2,308.5,1594,35.8,160,0,9.3,57065.2,0.100376412
0,299.2,308.6,1462,55,163,0,9.4,80410,0.111491108
2,299.2,308.6,1367,47.6,168,0,9.4,65069.2,0.122896854
1,299.2,308.7,1325,51,171,0,9.5,67575,0.129056604
0,299.2,308.7,1448,51.4,173,0,9.5,74427.2,0.119475138
2,299.1,308.7,2008,20.3,178,0,9.6,40762.4,0.088645418
1,299.1,308.7,1498,38.9,181,0,9.6,58272.2,0.12082777
1,299.1,308.6,1437,41.6,183,0,9.5,59779.2,0.127348643
2,299.1,308.6,1499,45.1,185,0,9.5,67604.9,0.12341561
1,299,308.4,1356,52.6,188,0,9.4,71325.6,0.138643068
1,299.1,308.5,1539,46.8,190,0,9.4,72025.2,0.12345679
1,299.1,308.5,1689,32.1,192,0,9.4,54216.9,0.113676732
1,299,308.5,1559,38.1,194,0,9.5,59397.9,0.124438743
1,299.1,308.6,1408,46.7,196,0,9.5,65753.6,0.139204545
1,299,308.5,1886,23,198,0,9.5,43378,0.104984093
1,299.1,308.5,1415,43.4,0,0,9.4,61411,0
2,299.1,308.5,1587,35.6,2,0,9.4,56497.2,0.001260239
1,299,308.4,1571,38.6,5,0,9.4,60640.6,0.003182686
1,298.9,308.3,1576,36.6,7,0,9.4,57681.6,0.004441624
1,298.9,308.3,1660,34.4,9,0,9.4,57104,0.005421687
2,298.9,308.2,1328,49.2,11,0,9.3,65337.6,0.008283133
0,298.8,308.2,1450,44.7,14,0,9.4,64815,0.009655172
1,298.9,308.2,2384,15,19,0,9.3,35760,0.007969799
1,298.8,308.2,1443,53.4,21,0,9.4,77056.2,0.014553015
2,298.9,308.2,2022,20,23,0,9.3,40440,0.011374876
1,298.9,308.2,1828,23.8,26,0,9.3,43506.4,0.014223195
1,298.8,308.1,1472,53.5,28,0,9.3,78752,0.019021739
2,298.9,308.2,1372,63.6,30,1,9.3,87259.2,0.021865889
1,298.9,308.3,1855,23.8,33,0,9.4,44149,0.017789757
2,299,308.3,1377,47.2,35,0,9.3,64994.4,0.025417574
1,298.9,308.3,1432,48.9,38,0,9.4,70024.8,0.026536313
2,298.9,308.2,1335,47.8,40,0,9.3,63813,0.029962547
2,298.9,308.2,1411,51.3,43,0,9.3,72384.3,0.030474841
1,298.9,308.2,1510,43.5,46,0,9.3,65685,0.030463576
1,299,308.3,1441,44,48,0,9.3,63404,0.033310201
2,299,308.2,1358,42.7,50,0,9.2,57986.6,0.036818851
1,298.9,308.2,1686,30.4,53,0,9.3,51254.4,0.03143535
0,299,308.2,1662,30.4,55,0,9.2,50524.8,0.033092659
1,299.1,308.3,1426,40.1,60,0,9.2,57182.6,0.042075736
2,299.1,308.4,1330,53.6,62,0,9.3,71288,0.046616541
1,299.1,308.4,1693,31.6,65,0,9.3,53498.8,0.038393385
1,299.1,308.4,1426,47.9,67,0,9.3,68305.4,0.046984572
1,299.1,308.5,1676,31,69,0,9.4,51956,0.041169451
2,299.1,308.4,1332,51.7,71,0,9.3,68864.4,0.053303303
1,299.1,308.5,1647,35,74,0,9.4,57645,0.044930176
1,299.2,308.6,1267,68.2,76,1,9.4,86409.4,0.059984215
0,299.2,308.7,1375,55.1,78,0,9.5,75762.5,0.056727273
1,299.3,308.6,1422,48.9,83,0,9.3,69535.8,0.058368495
1,299.3,308.7,1408,48.7,85,0,9.4,68569.6,0.060369318
1,299.4,308.9,1440,42.5,87,0,9.5,61200,0.060416667
1,299.3,308.8,1772,25.2,89,0,9.5,44654.4,0.050225734
1,299.2,308.7,1492,37.8,91,0,9.5,56397.6,0.060991957
1,299.2,308.7,1650,30.5,93,0,9.5,50325,0.056363636
2,299.1,308.6,2329,14.6,95,0,9.5,34003.4,0.040790039
1,299,308.6,1648,30.8,98,0,9.6,50758.4,0.059466019
1,299,308.6,1653,31.7,100,0,9.6,52400.1,0.060496068
1,299,308.6,1946,22.3,102,0,9.6,43395.8,0.052415211
1,299.1,308.6,1555,36.6,104,0,9.5,56913,0.066881029
1,299,308.6,1661,32.2,106,0,9.6,53484.2,0.063816978
1,299,308.6,1434,45.9,108,0,9.6,65820.6,0.075313808
1,299,308.6,1297,54.2,110,0,9.6,70297.4,0.084811103
1,299,308.6,1466,46.4,112,0,9.6,68022.4,0.076398363
2,298.9,308.6,1517,39.8,114,0,9.7,60376.6,0.075148319
1,298.9,308.5,1742,34.5,117,0,9.6,60099,0.067164179
